"genus","site","habitat","n_plants","plants_present","mean_rel_abund"
"Absconditella","BEL","forest",10,0,0
"Acanthobasidium","BEL","forest",10,0,0
"Acaulospora","BEL","forest",10,1,5.46958490057978e-05
"Acephala","BEL","forest",10,0,0
"Acidomelania","BEL","forest",10,0,0
"Acremonium","BEL","forest",10,1,1.51465428016055e-06
"Acrodictys","BEL","forest",10,1,1.74197283547067e-05
"Acrodontium","BEL","forest",10,0,0
"Ainoa","BEL","forest",10,0,0
"Alfaria","BEL","forest",10,4,0.000361626224958216
"Angustimassarina","BEL","forest",10,0,0
"Apenidiella","BEL","forest",10,1,4.4257719020387e-06
"Aphanobasidium","BEL","forest",10,0,0
"Aphanocladium","BEL","forest",10,0,0
"Apiotrichum","BEL","forest",10,6,0.00263250883826648
"Apodus","BEL","forest",10,0,0
"Arachnopeziza","BEL","forest",10,8,0.000397216753415338
"Archaeorhizomyces","BEL","forest",10,2,6.38747941575467e-05
"Arcopilus","BEL","forest",10,0,0
"Arrhenia","BEL","forest",10,0,0
"Arthrinium","BEL","forest",10,0,0
"Arthroderma","BEL","forest",10,0,0
"Ascocoryne","BEL","forest",10,0,0
"Aspergillus","BEL","forest",10,0,0
"Asterostroma","BEL","forest",10,0,0
"Athelia","BEL","forest",10,0,0
"Athelopsis","BEL","forest",10,5,0.000997427339140412
"Atheniella","BEL","forest",10,0,0
"Atractospora","BEL","forest",10,0,0
"Aureobasidium","BEL","forest",10,1,6.63865785305805e-06
"Auricularia","BEL","forest",10,0,0
"Bandoniozyma","BEL","forest",10,1,1.79552958022763e-06
"Bannoa","BEL","forest",10,0,0
"Basidiobolus","BEL","forest",10,1,5.12344951609019e-06
"Basidiodendron","BEL","forest",10,1,0.00047033266557708
"Beauveria","BEL","forest",10,3,9.72103446106513e-05
"Bimuria","BEL","forest",10,0,0
"Bjerkandera","BEL","forest",10,7,0.00033670615699945
"Blastenia","BEL","forest",10,0,0
"Botryobasidium","BEL","forest",10,0,0
"Botrytis","BEL","forest",10,5,0.000105412619030836
"Brocchiosphaera","BEL","forest",10,0,0
"Brunneochlamydosporium","BEL","forest",10,0,0
"Bryochiton","BEL","forest",10,2,2.57979909637348e-05
"Cadophora","BEL","forest",10,0,0
"Calophoma","BEL","forest",10,2,1.33842890185715e-05
"Calycina","BEL","forest",10,0,0
"Calyptrozyma","BEL","forest",10,0,0
"Camarophyllopsis","BEL","forest",10,0,0
"Camposporium","BEL","forest",10,0,0
"Camptophora","BEL","forest",10,0,0
"Candida","BEL","forest",10,2,0.000130301570514004
"Capnobotryella","BEL","forest",10,2,0.00155414231661909
"Capronia","BEL","forest",10,9,0.011685506244526
"Carcinomyces","BEL","forest",10,0,0
"Carlosrosaea","BEL","forest",10,2,9.2682063633071e-06
"Catenulostroma","BEL","forest",10,0,0
"Cephalotheca","BEL","forest",10,5,0.00337926420103478
"Ceratobasidium","BEL","forest",10,1,0.00010025290135197
"Ceriporia","BEL","forest",10,1,1.59675903537506e-05
"Chaetocapnodium","BEL","forest",10,1,1.39684783614807e-05
"Chaetosphaeria","BEL","forest",10,0,0
"Chalara","BEL","forest",10,2,6.69219612169307e-05
"Chloridium","BEL","forest",10,7,0.0023191473150018
"Chromocyphella","BEL","forest",10,0,0
"Cladia","BEL","forest",10,0,0
"Cladophialophora","BEL","forest",10,8,0.000518811981284579
"Cladosporium","BEL","forest",10,4,0.000450452050695093
"Clathrosphaerina","BEL","forest",10,0,0
"Clathrus","BEL","forest",10,3,0.000219136322334399
"Clavaria","BEL","forest",10,2,3.15759658080193e-05
"Clavulinopsis","BEL","forest",10,0,0
"Clitopilus","BEL","forest",10,0,0
"Clohesyomyces","BEL","forest",10,0,0
"Clonostachys","BEL","forest",10,1,0.000226321444086897
"Clypeosphaeria","BEL","forest",10,0,0
"Codinaea","BEL","forest",10,0,0
"Colacogloea","BEL","forest",10,1,6.2843535307967e-06
"Coleophoma","BEL","forest",10,1,1.51465428016055e-06
"Collarina","BEL","forest",10,0,0
"Colletotrichum","BEL","forest",10,3,1.63922272827809e-05
"Collybiopsis","BEL","forest",10,0,0
"Colpoma","BEL","forest",10,0,0
"Coniella","BEL","forest",10,0,0
"Coniochaeta","BEL","forest",10,0,0
"Conlarium","BEL","forest",10,5,0.000112946238095606
"Coprinellus","BEL","forest",10,0,0
"Coprinopsis","BEL","forest",10,1,4.10595180525014e-06
"Cora","BEL","forest",10,0,0
"Cordyceps","BEL","forest",10,2,3.93607921543272e-05
"Cortinarius","BEL","forest",10,1,4.88152047957517e-05
"Cotylidia","BEL","forest",10,0,0
"Crocicreas","BEL","forest",10,3,0.000346530097499278
"Cryptocoryneum","BEL","forest",10,2,2.21434042600381e-05
"Cryptodiscus","BEL","forest",10,4,0.0208624428745336
"Cudoniella","BEL","forest",10,0,0
"Curvibasidium","BEL","forest",10,2,3.87643132938217e-05
"Cutaneotrichosporon","BEL","forest",10,0,0
"Cyathicula","BEL","forest",10,0,0
"Cylindrocladiella","BEL","forest",10,7,0.00187733103531402
"Cylindrodendrum","BEL","forest",10,0,0
"Cylindrosympodioides","BEL","forest",10,1,1.00976952010704e-06
"Cyphellophora","BEL","forest",10,3,1.32212352877003e-05
"Cyphellostereum","BEL","forest",10,0,0
"Cystoderma","BEL","forest",10,0,0
"Cystofilobasidium","BEL","forest",10,1,2.35612888024975e-06
"Cystolepiota","BEL","forest",10,0,0
"Dactylonectria","BEL","forest",10,0,0
"Dendrochytridium","BEL","forest",10,0,0
"Derxomyces","BEL","forest",10,1,2.64040563231526e-05
"Devriesia","BEL","forest",10,2,7.31263279691429e-05
"Diaporthe","BEL","forest",10,0,0
"Dictyochaeta","BEL","forest",10,0,0
"Dictyolus","BEL","forest",10,1,1.58826934998796e-05
"Dictyosporium","BEL","forest",10,0,0
"Dinemasporium","BEL","forest",10,2,9.55333797962067e-05
"Dioszegia","BEL","forest",10,0,0
"Dissoderma","BEL","forest",10,0,0
"Dissophora","BEL","forest",10,4,0.0014750480477447
"Dominikia","BEL","forest",10,0,0
"Dothiorella","BEL","forest",10,0,0
"Durella","BEL","forest",10,2,7.92094926060249e-05
"Endoradiciella","BEL","forest",10,0,0
"Entoloma","BEL","forest",10,4,0.000156199152440285
"Eocronartium","BEL","forest",10,1,2.27800810970887e-05
"Epicoccum","BEL","forest",10,0,0
"Exophiala","BEL","forest",10,2,8.43118414193941e-06
"Farysia","BEL","forest",10,0,0
"Fellhanera","BEL","forest",10,0,0
"Fellozyma","BEL","forest",10,1,8.21190361050029e-06
"Filobasidium","BEL","forest",10,0,0
"Flagelloscypha","BEL","forest",10,0,0
"Flavocillium","BEL","forest",10,1,2.09859758935007e-05
"Flexuomyces","BEL","forest",10,1,1.14054216812504e-05
"Fulvoflamma","BEL","forest",10,0,0
"Funiliomyces","BEL","forest",10,1,6.95478441748939e-06
"Fusarium","BEL","forest",10,2,0.000120210994711881
"Fusidium","BEL","forest",10,0,0
"Galerina","BEL","forest",10,1,7.01357746083742e-06
"Genolevuria","BEL","forest",10,0,0
"Geoglossum","BEL","forest",10,0,0
"Glomerobolus","BEL","forest",10,0,0
"Glomus","BEL","forest",10,0,0
"Glutinoglossum","BEL","forest",10,0,0
"Gorgomyces","BEL","forest",10,5,0.00109510195082131
"Gremmenia","BEL","forest",10,0,0
"Gryganskiella","BEL","forest",10,0,0
"Gymnopilus","BEL","forest",10,0,0
"Gymnopus","BEL","forest",10,0,0
"Gyoerffyella","BEL","forest",10,7,0.00559782109797284
"Gyromitra","BEL","forest",10,4,0.000170240626465327
"Hannaella","BEL","forest",10,3,0.00019683399916801
"Hansfordia","BEL","forest",10,1,1.51465428016055e-06
"Haptocillium","BEL","forest",10,4,9.93954768825769e-05
"Harknessia","BEL","forest",10,0,0
"Helicoon","BEL","forest",10,2,0.000269250357225366
"Helicosporium","BEL","forest",10,0,0
"Hemibeltrania","BEL","forest",10,0,0
"Henningsia","BEL","forest",10,0,0
"Hyalorbilia","BEL","forest",10,0,0
"Hyaloscypha","BEL","forest",10,3,0.00168644601298315
"Hygrocybe","BEL","forest",10,0,0
"Hyphodontia","BEL","forest",10,1,0.000150476244669316
"Hypochnicium","BEL","forest",10,1,4.78573520857142e-05
"Ilyonectria","BEL","forest",10,9,0.00997950253241089
"Infundichalara","BEL","forest",10,0,0
"Jalapriya","BEL","forest",10,0,0
"Juncaceicola","BEL","forest",10,0,0
"Knufia","BEL","forest",10,4,0.00276684219009094
"Kockovaella","BEL","forest",10,0,0
"Krasilnikovozyma","BEL","forest",10,1,2.69271872028543e-06
"Kurtzmanomyces","BEL","forest",10,0,0
"Laburnicola","BEL","forest",10,0,0
"Lachnellula","BEL","forest",10,1,3.74011814674584e-05
"Lachnum","BEL","forest",10,4,0.0303453451932933
"Lapidomyces","BEL","forest",10,0,0
"Lecanicillium","BEL","forest",10,4,4.65933494211084e-05
"Lecophagus","BEL","forest",10,0,0
"Leohumicola","BEL","forest",10,1,0.00150126557910975
"Leptobacillium","BEL","forest",10,7,0.000320801300662453
"Leptodontidium","BEL","forest",10,0,0
"Leucosporidium","BEL","forest",10,1,4.37566792046382e-06
"Liangia","BEL","forest",10,0,0
"Libkindia","BEL","forest",10,1,1.82486746900006e-06
"Linnemannia","BEL","forest",10,6,0.000485176503410086
"Lithohypha","BEL","forest",10,0,0
"Luellia","BEL","forest",10,5,0.00738137247699747
"Lunasporangiospora","BEL","forest",10,0,0
"Maasoglossum","BEL","forest",10,0,0
"Malassezia","BEL","forest",10,0,0
"Marasmiellus","BEL","forest",10,0,0
"Marchantiana","BEL","forest",10,0,0
"Mariannaea","BEL","forest",10,1,5.28042846905292e-06
"Martininia","BEL","forest",10,0,0
"Megalaria","BEL","forest",10,0,0
"Melanconiella","BEL","forest",10,1,3.64195427266271e-05
"Metapochonia","BEL","forest",10,5,0.000200147994949467
"Metarhizium","BEL","forest",10,0,0
"Micarea","BEL","forest",10,1,0.000126656957675123
"Microcera","BEL","forest",10,0,0
"Microdochium","BEL","forest",10,6,0.00042798354235529
"Microscypha","BEL","forest",10,0,0
"Mollisia","BEL","forest",10,0,0
"Morchella","BEL","forest",10,0,0
"Mortierella","BEL","forest",10,10,0.00395771348287756
"Mucor","BEL","forest",10,5,0.000177281879894211
"Mycena","BEL","forest",10,3,0.000973281824482132
"Myrmecridium","BEL","forest",10,3,0.000134062847807972
"Naganishia","BEL","forest",10,0,0
"Nagrajchalara","BEL","forest",10,3,0.000629776729703593
"Nakataea","BEL","forest",10,0,0
"Nectriopsis","BEL","forest",10,0,0
"Neoascochyta","BEL","forest",10,2,7.27746645942093e-06
"Neochalara","BEL","forest",10,2,1.83500958851965e-05
"Neocoleroa","BEL","forest",10,0,0
"Neofabraea","BEL","forest",10,0,0
"Neokalmusia","BEL","forest",10,1,1.9510469317836e-05
"Neonectria","BEL","forest",10,0,0
"Neophaeomoniella","BEL","forest",10,0,0
"Neophaeosphaeria","BEL","forest",10,0,0
"Neopyrenochaeta","BEL","forest",10,2,1.93856207619367e-05
"Neosorocybe","BEL","forest",10,0,0
"Neovaginatispora","BEL","forest",10,1,2.47538028029556e-06
"Neptunomyces","BEL","forest",10,0,0
"Nigrograna","BEL","forest",10,0,0
"Nigrospora","BEL","forest",10,1,2.26211325160537e-05
"Normandina","BEL","forest",10,0,0
"Obeliospora","BEL","forest",10,4,0.0253730849453189
"Occultifur","BEL","forest",10,0,0
"Occultitheca","BEL","forest",10,0,0
"Oidiodendron","BEL","forest",10,9,0.026041383948142
"Oliveonia","BEL","forest",10,2,6.39512777661459e-06
"Ophiocordyceps","BEL","forest",10,1,4.09875961287215e-06
"Orbilia","BEL","forest",10,1,1.04321766262341e-05
"Ovicillium","BEL","forest",10,0,0
"Papiliotrema","BEL","forest",10,2,2.96804730224472e-05
"Paraphaeosphaeria","BEL","forest",10,6,0.00192348914601025
"Pectenia","BEL","forest",10,0,0
"Pellidiscus","BEL","forest",10,0,0
"Penicillium","BEL","forest",10,7,0.000449248878623696
"Peniophorella","BEL","forest",10,1,4.50863557415937e-05
"Periconia","BEL","forest",10,2,5.6737298838523e-05
"Pestalotiopsis","BEL","forest",10,10,0.000805539062503784
"Pezicula","BEL","forest",10,10,0.0341338198993353
"Pezizellaster","BEL","forest",10,0,0
"Pezoloma","BEL","forest",10,0,0
"Phaeosphaeria","BEL","forest",10,0,0
"Phaeotremella","BEL","forest",10,2,7.49904822482599e-06
"Phialocephala","BEL","forest",10,0,0
"Pholiota","BEL","forest",10,0,0
"Phylloscypha","BEL","forest",10,1,6.95767712338206e-06
"Pilidium","BEL","forest",10,4,0.000141499163441207
"Piptocephalis","BEL","forest",10,0,0
"Piskurozyma","BEL","forest",10,6,0.000408408879673191
"Placynthiella","BEL","forest",10,0,0
"Plectosphaerella","BEL","forest",10,3,4.03452168351107e-05
"Pleuroascus","BEL","forest",10,1,0.000297723292469352
"Pochonia","BEL","forest",10,3,0.000358126022675722
"Podila","BEL","forest",10,5,0.00203506074097429
"Podospora","BEL","forest",10,1,4.63048471809973e-05
"Polydesmia","BEL","forest",10,3,0.000559579889763875
"Polylobatispora","BEL","forest",10,0,0
"Polyscytalum","BEL","forest",10,1,8.41474600089196e-07
"Porpidia","BEL","forest",10,0,0
"Preussia","BEL","forest",10,0,0
"Protomerulius","BEL","forest",10,0,0
"Psathyrella","BEL","forest",10,0,0
"Pseudoanungitea","BEL","forest",10,3,2.21398904137405e-05
"Pseudoarthrographis","BEL","forest",10,0,0
"Pseudocercospora","BEL","forest",10,3,1.92929625964273e-05
"Pseudocladosporium","BEL","forest",10,0,0
"Pseudoconlarium","BEL","forest",10,1,5.61102993821134e-06
"Pseudodactylaria","BEL","forest",10,1,9.6509714937235e-06
"Pseudogymnoascus","BEL","forest",10,0,0
"Pseudohelotium","BEL","forest",10,2,0.00264040253397531
"Pseudopenidiella","BEL","forest",10,0,0
"Pseudophialocephala","BEL","forest",10,0,0
"Pseudophialophora","BEL","forest",10,0,0
"Pseudoplectania","BEL","forest",10,5,0.020571979696384
"Pseudorobillarda","BEL","forest",10,1,4.10595180525014e-06
"Pseudosigmoidea","BEL","forest",10,3,9.04248667281587e-05
"Psilocybe","BEL","forest",10,0,0
"Psoroglaena","BEL","forest",10,1,2.01997077775608e-06
"Puccinia","BEL","forest",10,0,0
"Pycnora","BEL","forest",10,0,0
"Pyrenochaetopsis","BEL","forest",10,3,5.83659760944652e-05
"Rachicladosporium","BEL","forest",10,0,0
"Ramariopsis","BEL","forest",10,0,0
"Ramicandelaber","BEL","forest",10,1,7.28390854532542e-06
"Ramichloridium","BEL","forest",10,1,1.97706089087404e-05
"Recurvomyces","BEL","forest",10,0,0
"Renatobasidium","BEL","forest",10,3,0.000225494236014157
"Rhexocercosporidium","BEL","forest",10,0,0
"Rhexodenticula","BEL","forest",10,1,2.80950758176838e-05
"Rhizoglomus","BEL","forest",10,0,0
"Rhizophagus","BEL","forest",10,0,0
"Rhodosporidiobolus","BEL","forest",10,1,1.43050682015163e-05
"Rhodotorula","BEL","forest",10,1,1.34635936014271e-06
"Rickenella","BEL","forest",10,0,0
"Saitozyma","BEL","forest",10,1,0.000141427228847505
"Sakaguchia","BEL","forest",10,0,0
"Sarcoleotia","BEL","forest",10,0,0
"Sarcopodium","BEL","forest",10,2,2.24632994610251e-05
"Sarocladium","BEL","forest",10,0,0
"Sawadaea","BEL","forest",10,0,0
"Schizothecium","BEL","forest",10,0,0
"Sclerococcum","BEL","forest",10,4,0.0153808157280456
"Scutellinia","BEL","forest",10,0,0
"Scytalidium","BEL","forest",10,0,0
"Seiridium","BEL","forest",10,0,0
"Septoriella","BEL","forest",10,0,0
"Serendipita","BEL","forest",10,8,0.026329746331258
"Setophoma","BEL","forest",10,2,3.38953135901294e-05
"Sistotrema","BEL","forest",10,3,0.000293621865119228
"Slooffia","BEL","forest",10,3,3.36972936583864e-05
"Solicoccozyma","BEL","forest",10,1,0.000337600481765012
"Sordaria","BEL","forest",10,1,6.00640472419538e-06
"Spirosphaera","BEL","forest",10,0,0
"Sporidesmiella","BEL","forest",10,1,4.74189846647004e-06
"Stachybotrys","BEL","forest",10,0,0
"Stagonospora","BEL","forest",10,0,0
"Stemphylium","BEL","forest",10,0,0
"Sympodiella","BEL","forest",10,2,2.80027092871511e-05
"Sympoventuria","BEL","forest",10,0,0
"Taeniospora","BEL","forest",10,0,0
"Talaromyces","BEL","forest",10,4,0.000537758779677685
"Tausonia","BEL","forest",10,1,1.05608569381058e-05
"Teichospora","BEL","forest",10,0,0
"Tephrocybe","BEL","forest",10,3,4.53373609041367e-05
"Teratosphaeria","BEL","forest",10,1,0.0001640665153933
"Terramyces","BEL","forest",10,2,1.25881553503207e-05
"Tetracladium","BEL","forest",10,3,1.68250019827525e-05
"Tetraploa","BEL","forest",10,2,0.000162738917287776
"Thelebolus","BEL","forest",10,0,0
"Thoreauomyces","BEL","forest",10,1,1.23289360128221e-05
"Tilletiaria","BEL","forest",10,0,0
"Tolypocladium","BEL","forest",10,2,0.000515454690474514
"Trechispora","BEL","forest",10,3,0.000143408609831591
"Tremella","BEL","forest",10,0,0
"Tricellula","BEL","forest",10,0,0
"Trichoderma","BEL","forest",10,6,0.0074077154355976
"Trichomerium","BEL","forest",10,0,0
"Triscelophorus","BEL","forest",10,0,0
"Tubaria","BEL","forest",10,0,0
"Tulasnella","BEL","forest",10,0,0
"Umbelopsis","BEL","forest",10,5,0.000350448770072369
"Usnea","BEL","forest",10,0,0
"Vanrija","BEL","forest",10,1,2.7666627386887e-05
"Vermiculariopsiella","BEL","forest",10,0,0
"Verrucaria","BEL","forest",10,0,0
"Vertexicola","BEL","forest",10,0,0
"Verticillium","BEL","forest",10,0,0
"Vishniacozyma","BEL","forest",10,1,6.47827951495023e-05
"Volutella","BEL","forest",10,4,0.000276576848897937
"Wojnowiciella","BEL","forest",10,1,8.21190361050029e-06
"Xenasmatella","BEL","forest",10,2,0.000308361730065148
"Xenochalara","BEL","forest",10,0,0
"Xylodon","BEL","forest",10,1,6.03477539320333e-05
"Xylolentia","BEL","forest",10,1,2.40805604203152e-05
"Yamadamyces","BEL","forest",10,0,0
"Absconditella","DOM","forest",5,0,0
"Acanthobasidium","DOM","forest",5,0,0
"Acaulospora","DOM","forest",5,1,0.000744479495268139
"Acephala","DOM","forest",5,0,0
"Acidomelania","DOM","forest",5,0,0
"Acremonium","DOM","forest",5,0,0
"Acrodictys","DOM","forest",5,0,0
"Acrodontium","DOM","forest",5,0,0
"Ainoa","DOM","forest",5,0,0
"Alfaria","DOM","forest",5,0,0
"Angustimassarina","DOM","forest",5,0,0
"Apenidiella","DOM","forest",5,0,0
"Aphanobasidium","DOM","forest",5,2,4.21841894149081e-05
"Aphanocladium","DOM","forest",5,0,0
"Apiotrichum","DOM","forest",5,2,0.00035029430554136
"Apodus","DOM","forest",5,0,0
"Arachnopeziza","DOM","forest",5,0,0
"Archaeorhizomyces","DOM","forest",5,3,0.0131940248425117
"Arcopilus","DOM","forest",5,0,0
"Arrhenia","DOM","forest",5,0,0
"Arthrinium","DOM","forest",5,0,0
"Arthroderma","DOM","forest",5,1,1.55149676340536e-05
"Ascocoryne","DOM","forest",5,0,0
"Aspergillus","DOM","forest",5,0,0
"Asterostroma","DOM","forest",5,0,0
"Athelia","DOM","forest",5,0,0
"Athelopsis","DOM","forest",5,5,0.0181566211530639
"Atheniella","DOM","forest",5,0,0
"Atractospora","DOM","forest",5,1,0.000390175315259897
"Aureobasidium","DOM","forest",5,0,0
"Auricularia","DOM","forest",5,0,0
"Bandoniozyma","DOM","forest",5,0,0
"Bannoa","DOM","forest",5,0,0
"Basidiobolus","DOM","forest",5,0,0
"Basidiodendron","DOM","forest",5,2,0.00042262298506166
"Beauveria","DOM","forest",5,1,5.10101349083831e-06
"Bimuria","DOM","forest",5,1,1.09633402767822e-05
"Bjerkandera","DOM","forest",5,1,4.46966949745735e-05
"Blastenia","DOM","forest",5,1,3.51509293026934e-05
"Botryobasidium","DOM","forest",5,0,0
"Botrytis","DOM","forest",5,1,4.38533611071287e-05
"Brocchiosphaera","DOM","forest",5,0,0
"Brunneochlamydosporium","DOM","forest",5,1,6.8955411706905e-05
"Bryochiton","DOM","forest",5,0,0
"Cadophora","DOM","forest",5,0,0
"Calophoma","DOM","forest",5,1,5.63796227934761e-06
"Calycina","DOM","forest",5,1,0.000247096823161321
"Calyptrozyma","DOM","forest",5,2,0.0074590112248217
"Camarophyllopsis","DOM","forest",5,2,0.00307576243001928
"Camposporium","DOM","forest",5,0,0
"Camptophora","DOM","forest",5,1,5.90333707211348e-06
"Candida","DOM","forest",5,0,0
"Capnobotryella","DOM","forest",5,3,0.015576419190072
"Capronia","DOM","forest",5,0,0
"Carcinomyces","DOM","forest",5,0,0
"Carlosrosaea","DOM","forest",5,0,0
"Catenulostroma","DOM","forest",5,0,0
"Cephalotheca","DOM","forest",5,1,0.0038211960534264
"Ceratobasidium","DOM","forest",5,3,9.91377820699509e-05
"Ceriporia","DOM","forest",5,0,0
"Chaetocapnodium","DOM","forest",5,0,0
"Chaetosphaeria","DOM","forest",5,0,0
"Chalara","DOM","forest",5,1,7.92987234629408e-05
"Chloridium","DOM","forest",5,3,7.06273300995357e-05
"Chromocyphella","DOM","forest",5,0,0
"Cladia","DOM","forest",5,0,0
"Cladophialophora","DOM","forest",5,5,0.00538747304590458
"Cladosporium","DOM","forest",5,1,0.000177943446030849
"Clathrosphaerina","DOM","forest",5,0,0
"Clathrus","DOM","forest",5,0,0
"Clavaria","DOM","forest",5,2,0.00288669608192799
"Clavulinopsis","DOM","forest",5,2,0.000740955403366943
"Clitopilus","DOM","forest",5,0,0
"Clohesyomyces","DOM","forest",5,0,0
"Clonostachys","DOM","forest",5,0,0
"Clypeosphaeria","DOM","forest",5,0,0
"Codinaea","DOM","forest",5,1,0.000291752713212356
"Colacogloea","DOM","forest",5,0,0
"Coleophoma","DOM","forest",5,0,0
"Collarina","DOM","forest",5,1,1.87932075978254e-06
"Colletotrichum","DOM","forest",5,1,4.21666933722391e-06
"Collybiopsis","DOM","forest",5,0,0
"Colpoma","DOM","forest",5,0,0
"Coniella","DOM","forest",5,0,0
"Coniochaeta","DOM","forest",5,2,0.000304979169060018
"Conlarium","DOM","forest",5,2,0.000989736501541843
"Coprinellus","DOM","forest",5,1,0.010411168534801
"Coprinopsis","DOM","forest",5,0,0
"Cora","DOM","forest",5,0,0
"Cordyceps","DOM","forest",5,0,0
"Cortinarius","DOM","forest",5,0,0
"Cotylidia","DOM","forest",5,1,0.000171117036093756
"Crocicreas","DOM","forest",5,1,0.000210833466861196
"Cryptocoryneum","DOM","forest",5,0,0
"Cryptodiscus","DOM","forest",5,0,0
"Cudoniella","DOM","forest",5,0,0
"Curvibasidium","DOM","forest",5,0,0
"Cutaneotrichosporon","DOM","forest",5,1,1.28867709242231e-05
"Cyathicula","DOM","forest",5,0,0
"Cylindrocladiella","DOM","forest",5,0,0
"Cylindrodendrum","DOM","forest",5,0,0
"Cylindrosympodioides","DOM","forest",5,0,0
"Cyphellophora","DOM","forest",5,5,0.00245293051095454
"Cyphellostereum","DOM","forest",5,0,0
"Cystoderma","DOM","forest",5,0,0
"Cystofilobasidium","DOM","forest",5,0,0
"Cystolepiota","DOM","forest",5,2,0.000292396527960803
"Dactylonectria","DOM","forest",5,3,0.00278917248084148
"Dendrochytridium","DOM","forest",5,0,0
"Derxomyces","DOM","forest",5,0,0
"Devriesia","DOM","forest",5,0,0
"Diaporthe","DOM","forest",5,1,0.00149354427924471
"Dictyochaeta","DOM","forest",5,0,0
"Dictyolus","DOM","forest",5,0,0
"Dictyosporium","DOM","forest",5,0,0
"Dinemasporium","DOM","forest",5,0,0
"Dioszegia","DOM","forest",5,0,0
"Dissoderma","DOM","forest",5,0,0
"Dissophora","DOM","forest",5,2,8.10843739096139e-05
"Dominikia","DOM","forest",5,0,0
"Dothiorella","DOM","forest",5,0,0
"Durella","DOM","forest",5,0,0
"Endoradiciella","DOM","forest",5,3,0.0133031059559577
"Entoloma","DOM","forest",5,3,0.00066310072988593
"Eocronartium","DOM","forest",5,0,0
"Epicoccum","DOM","forest",5,0,0
"Exophiala","DOM","forest",5,3,0.000122044157288035
"Farysia","DOM","forest",5,0,0
"Fellhanera","DOM","forest",5,0,0
"Fellozyma","DOM","forest",5,0,0
"Filobasidium","DOM","forest",5,1,1.19383978670062e-05
"Flagelloscypha","DOM","forest",5,0,0
"Flavocillium","DOM","forest",5,0,0
"Flexuomyces","DOM","forest",5,0,0
"Fulvoflamma","DOM","forest",5,0,0
"Funiliomyces","DOM","forest",5,2,8.33053376234851e-05
"Fusarium","DOM","forest",5,2,1.90933934737833e-05
"Fusidium","DOM","forest",5,0,0
"Galerina","DOM","forest",5,0,0
"Genolevuria","DOM","forest",5,0,0
"Geoglossum","DOM","forest",5,1,0.00113645211087992
"Glomerobolus","DOM","forest",5,0,0
"Glomus","DOM","forest",5,1,6.74667093955826e-06
"Glutinoglossum","DOM","forest",5,1,0.000110725427303484
"Gorgomyces","DOM","forest",5,0,0
"Gremmenia","DOM","forest",5,0,0
"Gryganskiella","DOM","forest",5,0,0
"Gymnopilus","DOM","forest",5,0,0
"Gymnopus","DOM","forest",5,0,0
"Gyoerffyella","DOM","forest",5,1,0.0003820287317442
"Gyromitra","DOM","forest",5,0,0
"Hannaella","DOM","forest",5,0,0
"Hansfordia","DOM","forest",5,0,0
"Haptocillium","DOM","forest",5,2,6.14117295847458e-05
"Harknessia","DOM","forest",5,0,0
"Helicoon","DOM","forest",5,0,0
"Helicosporium","DOM","forest",5,0,0
"Hemibeltrania","DOM","forest",5,0,0
"Henningsia","DOM","forest",5,0,0
"Hyalorbilia","DOM","forest",5,0,0
"Hyaloscypha","DOM","forest",5,1,0.000770689906747848
"Hygrocybe","DOM","forest",5,1,0.00105080877911269
"Hyphodontia","DOM","forest",5,1,0.00117027988455601
"Hypochnicium","DOM","forest",5,0,0
"Ilyonectria","DOM","forest",5,3,0.0016400437262517
"Infundichalara","DOM","forest",5,1,1.89627382193989e-05
"Jalapriya","DOM","forest",5,0,0
"Juncaceicola","DOM","forest",5,1,0.000279889105548702
"Knufia","DOM","forest",5,3,7.36096762861355e-05
"Kockovaella","DOM","forest",5,0,0
"Krasilnikovozyma","DOM","forest",5,0,0
"Kurtzmanomyces","DOM","forest",5,0,0
"Laburnicola","DOM","forest",5,0,0
"Lachnellula","DOM","forest",5,0,0
"Lachnum","DOM","forest",5,1,0.00032055842674005
"Lapidomyces","DOM","forest",5,0,0
"Lecanicillium","DOM","forest",5,1,1.98973297783437e-05
"Lecophagus","DOM","forest",5,0,0
"Leohumicola","DOM","forest",5,3,0.0368464063206094
"Leptobacillium","DOM","forest",5,2,0.000175464124274777
"Leptodontidium","DOM","forest",5,0,0
"Leucosporidium","DOM","forest",5,0,0
"Liangia","DOM","forest",5,1,1.3791082341381e-05
"Libkindia","DOM","forest",5,0,0
"Linnemannia","DOM","forest",5,0,0
"Lithohypha","DOM","forest",5,0,0
"Luellia","DOM","forest",5,1,0.000173726776693625
"Lunasporangiospora","DOM","forest",5,0,0
"Maasoglossum","DOM","forest",5,0,0
"Malassezia","DOM","forest",5,0,0
"Marasmiellus","DOM","forest",5,0,0
"Marchantiana","DOM","forest",5,0,0
"Mariannaea","DOM","forest",5,0,0
"Martininia","DOM","forest",5,0,0
"Megalaria","DOM","forest",5,1,4.04800256373496e-05
"Melanconiella","DOM","forest",5,0,0
"Metapochonia","DOM","forest",5,2,0.000292293509440765
"Metarhizium","DOM","forest",5,2,0.000368993307391049
"Micarea","DOM","forest",5,0,0
"Microcera","DOM","forest",5,0,0
"Microdochium","DOM","forest",5,0,0
"Microscypha","DOM","forest",5,1,3.44777058534525e-05
"Mollisia","DOM","forest",5,0,0
